,Dataset,Method,Classifier,ConformalPredictor,Top1,Top5,alpha,use_platt_scaling,calibrated_tau,original_coverage,original_size,oracle_tau,predicted_alpha,predicted_tau,predicted_coverage,predicted_size,on_classes_of,raps_kreg,raps_lambda,shift_type
126,ImageNet-R,QTC-SC,resnet50,TPS,0.237,0.366,0.025,False,0.9987417373315584,0.56,45.521,0.9999994231570778,0.0012333393096923,0.9999989594468036,0.965,761.514,,-1.0,0.0,ImageNet
127,ImageNet-R,QTC-ST,resnet50,TCP,0.237,0.366,0.025,,0.9987416721289238,0.56,45.521,0.9999994232783688,,0.9997000098228456,0.664,114.755,,,,ImageNet
128,ImageNet-R,ACR,resnet50,TPS,0.237,0.366,0.05,False,0.99363269250561,0.451,13.892,0.9999980139558916,,0.9989463090896606,0.573,51.44,,-1.0,0.0,ImageNet
129,ImageNet-R,CHR,resnet50,TPS,0.237,0.366,0.05,False,0.99363269250561,0.451,13.892,0.9999980139558916,,1.0001189708709717,1.0,1000.0,,-1.0,0.0,ImageNet
130,ImageNet-R,CHR-,resnet50,TPS,0.237,0.366,0.05,False,0.99363269250561,0.451,13.892,0.9999980139558916,,1.00187885761261,1.0,1000.0,,-1.0,0.0,ImageNet
131,ImageNet-R,DCR,resnet50,TPS,0.237,0.366,0.05,False,0.99363269250561,0.451,13.892,0.9999980139558916,,0.9998166352855088,0.702,151.861,,-1.0,0.0,ImageNet
132,ImageNet-R,PCR,resnet50,TPS,0.237,0.366,0.05,False,0.99363269250561,0.451,13.892,0.9999980139558916,,0.9727156162261964,0.363,4.521,,-1.0,0.0,ImageNet
133,ImageNet-R,QTC,resnet50,TPS,0.237,0.366,0.05,False,0.99363269250561,0.451,13.892,0.9999980139558916,0.0036599999293684,0.9999774032071748,0.848,388.848,,-1.0,0.0,ImageNet
134,ImageNet-R,QTC-SC,resnet50,TPS,0.237,0.366,0.05,False,0.99363269250561,0.451,13.892,0.9999980139558916,0.0030999779701232,0.9999853798016736,0.872,448.494,,-1.0,0.0,ImageNet
135,ImageNet-R,QTC-ST,resnet50,TCP,0.237,0.366,0.05,,0.9936310789862414,0.451,13.889,0.9999980140657134,,0.9996333122253418,0.65,101.797,,,,ImageNet
136,ImageNet-R,ACR,resnet50,TPS,0.237,0.366,0.075,False,0.9819785672976588,0.388,6.244,0.9999954334416112,,0.9998574256896972,0.721,173.8,,-1.0,0.0,ImageNet
137,ImageNet-R,CHR,resnet50,TPS,0.237,0.366,0.075,False,0.9819785672976588,0.388,6.244,0.9999954334416112,,0.9993268251419068,0.605,69.389,,-1.0,0.0,ImageNet
138,ImageNet-R,CHR-,resnet50,TPS,0.237,0.366,0.075,False,0.9819785672976588,0.388,6.244,0.9999954334416112,,1.0012277364730835,1.0,1000.0,,-1.0,0.0,ImageNet
139,ImageNet-R,DCR,resnet50,TPS,0.237,0.366,0.075,False,0.9819785672976588,0.388,6.244,0.9999954334416112,,0.999335195849738,0.606,69.952,,-1.0,0.0,ImageNet
140,ImageNet-R,PCR,resnet50,TPS,0.237,0.366,0.075,False,0.9819785672976588,0.388,6.244,0.9999954334416112,,0.9523910880088806,0.332,2.933,,-1.0,0.0,ImageNet
141,ImageNet-R,QTC,resnet50,TPS,0.237,0.366,0.075,False,0.9819785672976588,0.388,6.244,0.9999954334416112,0.0059799998998641,0.9999428862080312,0.789,270.043,,-1.0,0.0,ImageNet
142,ImageNet-R,QTC-SC,resnet50,TPS,0.237,0.366,0.075,False,0.9819785672976588,0.388,6.244,0.9999954334416112,0.0053333044052124,0.9999531785948036,0.802,294.07,,-1.0,0.0,ImageNet
143,ImageNet-R,QTC-ST,resnet50,TCP,0.237,0.366,0.075,,0.981972683211281,0.388,6.242,0.9999954317216576,,0.9992666840553284,0.599,65.607,,,,ImageNet
144,ImageNet-R,ACR,resnet50,TPS,0.237,0.366,0.1,False,0.9612479916616082,0.343,3.445,0.9999915468738728,,0.998757004737854,0.561,45.906,,-1.0,0.0,ImageNet
145,ImageNet-R,CHR,resnet50,TPS,0.237,0.366,0.1,False,0.9612479916616082,0.343,3.445,0.9999915468738728,,0.9982367753982544,0.536,35.903,,-1.0,0.0,ImageNet
146,ImageNet-R,CHR-,resnet50,TPS,0.237,0.366,0.1,False,0.9612479916616082,0.343,3.445,0.9999915468738728,,0.9983654022216796,0.542,37.876,,-1.0,0.0,ImageNet
147,ImageNet-R,DCR,resnet50,TPS,0.237,0.366,0.1,False,0.9612479916616082,0.343,3.445,0.9999915468738728,,0.9988778828485608,0.568,49.266,,-1.0,0.0,ImageNet
148,ImageNet-R,PCR,resnet50,TPS,0.237,0.366,0.1,False,0.9612479916616082,0.343,3.445,0.9999915468738728,,0.9702363014221193,0.357,4.228,,-1.0,0.0,ImageNet
149,ImageNet-R,QTC,resnet50,TPS,0.237,0.366,0.1,False,0.9612479916616082,0.343,3.445,0.999991546873742,0.0086799999698996,0.999870003812125,0.729,182.369,,-1.0,0.0,ImageNet
150,ImageNet-R,QTC-SC,resnet50,TPS,0.237,0.366,0.1,False,0.9612479916616082,0.343,3.445,0.999991546873742,0.0078333616256713,0.9998958782807612,0.746,204.023,,-1.0,0.0,ImageNet
151,ImageNet-R,QTC-ST,resnet50,TCP,0.237,0.366,0.1,,0.9612278006924614,0.343,3.444,0.9999915519695723,,0.9976666569709778,0.518,29.323,,,,ImageNet
152,ImageNet-R,ACR,resnet50,TPS,0.237,0.366,0.15,False,0.8901761815445115,0.287,1.523,0.999977974094958,,0.9971268177032472,0.503,25.201,,-1.0,0.0,ImageNet
153,ImageNet-R,CHR,resnet50,TPS,0.237,0.366,0.15,False,0.8901761815445115,0.287,1.523,0.999977974094958,,0.996620237827301,0.492,22.348,,-1.0,0.0,ImageNet
154,ImageNet-R,CHR-,resnet50,TPS,0.237,0.366,0.15,False,0.8901761815445115,0.287,1.523,0.999977974094958,,0.9929753541946412,0.444,12.884,,-1.0,0.0,ImageNet
155,ImageNet-R,DCR,resnet50,TPS,0.237,0.366,0.15,False,0.8901761815445115,0.287,1.523,0.999977974094958,,0.9980872318641832,0.531,33.856,,-1.0,0.0,ImageNet
156,ImageNet-R,PCR,resnet50,TPS,0.237,0.366,0.15,False,0.8901761815445115,0.287,1.523,0.999977974094958,,0.9722028374671936,0.362,4.456,,-1.0,0.0,ImageNet
157,ImageNet-R,QTC,resnet50,TPS,0.237,0.366,0.15,False,0.8901761815445115,0.287,1.523,0.999977974094958,0.0144999995827674,0.9996053463282508,0.645,97.334,,-1.0,0.0,ImageNet
158,ImageNet-R,QTC-SC,resnet50,TPS,0.237,0.366,0.15,False,0.8901761815445115,0.287,1.523,0.999977974094958,0.014299988746643,0.9996119597646436,0.646,98.342,,-1.0,0.0,ImageNet
159,ImageNet-R,QTC-ST,resnet50,TCP,0.237,0.366,0.15,,0.8901132412433845,0.287,1.522,0.999977977800248,,0.9910333156585692,0.429,10.704,,,,ImageNet
160,ImageNet-R,ACR,resnet50,TPS,0.237,0.366,0.2,False,0.7703218605833052,0.241,0.835,0.9999514376177048,,0.9940933585166932,0.457,14.698,,-1.0,0.0,ImageNet
161,ImageNet-R,CHR,resnet50,TPS,0.237,0.366,0.2,False,0.7703218605833052,0.241,0.835,0.9999514376177048,,0.9929891228675842,0.444,12.904,,-1.0,0.0,ImageNet
162,ImageNet-R,CHR-,resnet50,TPS,0.237,0.366,0.2,False,0.7703218605833052,0.241,0.835,0.9999514376177048,,0.9856246709823608,0.401,7.448,,-1.0,0.0,ImageNet
163,ImageNet-R,DCR,resnet50,TPS,0.237,0.366,0.2,False,0.7703218605833052,0.241,0.835,0.9999514376177048,,0.9908633228855132,0.428,10.552,,-1.0,0.0,ImageNet
164,ImageNet-R,PCR,resnet50,TPS,0.237,0.366,0.2,False,0.7703218605833052,0.241,0.835,0.9999514376177048,,0.9433660507202148,0.323,2.56,,-1.0,0.0,ImageNet
165,ImageNet-R,QTC,resnet50,TPS,0.237,0.366,0.2,False,0.7703218605833052,0.241,0.835,0.9999514376177048,0.0216400008648633,0.9991123181808468,0.585,57.772,,-1.0,0.0,ImageNet
166,ImageNet-R,QTC-SC,resnet50,TPS,0.237,0.366,0.2,False,0.7703218605833052,0.241,0.835,0.9999514376177048,0.0214666724205017,0.999129159937956,0.586,58.521,,-1.0,0.0,ImageNet
167,ImageNet-R,QTC-ST,resnet50,TCP,0.237,0.366,0.2,,0.7702666071474551,0.241,0.835,0.9999514343288882,,0.9732999801635742,0.364,4.596,,,,ImageNet
168,nonliving26,ACR,resnet18,TPS,0.398,0.752,0.01,False,0.9986114509548554,0.874,9.379,0.9999966108508666,,0.9991298913955688,0.898,10.568,,-1.0,0.0,BREEDS
169,nonliving26,CHR,resnet18,TPS,0.398,0.752,0.01,False,0.9986114509548554,0.874,9.379,0.9999966108508666,,0.9994903802871704,0.92,11.927,,-1.0,0.0,BREEDS
170,nonliving26,CHR-,resnet18,TPS,0.398,0.752,0.01,False,0.9986114509548554,0.874,9.379,0.9999966108508666,,1.001719951629639,1.0,26.0,,-1.0,0.0,BREEDS
171,nonliving26,DCR,resnet18,TPS,0.398,0.752,0.01,False,0.9986114509548554,0.874,9.379,0.9999966108508666,,0.9995695034186848,0.923,12.35,,-1.0,0.0,BREEDS
172,nonliving26,PCR,resnet18,TPS,0.398,0.752,0.01,False,0.9986114509548554,0.874,9.379,0.9999966108508666,,0.99881112575531,0.881,9.777,,-1.0,0.0,BREEDS
173,nonliving26,QTC,resnet18,TPS,0.398,0.752,0.01,False,0.9986114509548554,0.874,9.379,0.9999966108508666,0.004615384619683,0.9996469213419832,0.931,12.856,,-1.0,0.0,BREEDS
174,nonliving26,QTC-SC,resnet18,TPS,0.398,0.752,0.01,False,0.9986114509548554,0.874,9.379,0.9999966108508666,0.0057692527770996,0.9995182767630876,0.921,12.065,,-1.0,0.0,BREEDS
175,nonliving26,QTC-ST,resnet18,APS,0.398,0.752,0.01,,0.9986114509548554,0.874,9.379,0.9999966108508666,,0.9942307472229004,0.791,6.062,,,,BREEDS
176,nonliving26,ACR,resnet18,TPS,0.398,0.752,0.025,False,0.991153271411662,0.757,5.2,0.9999661670492392,,0.9974050521850586,0.841,7.86,,-1.0,0.0,BREEDS
177,nonliving26,CHR,resnet18,TPS,0.398,0.752,0.025,False,0.991153271411662,0.757,5.2,0.9999661670492392,,0.9993286728858948,0.909,11.231,,-1.0,0.0,BREEDS
178,nonliving26,CHR-,resnet18,TPS,0.398,0.752,0.025,False,0.991153271411662,0.757,5.2,0.9999661670492392,,0.9989691972732544,0.888,10.147,,-1.0,0.0,BREEDS
179,nonliving26,DCR,resnet18,TPS,0.398,0.752,0.025,False,0.991153271411662,0.757,5.2,0.9999661670492392,,0.9988535675305176,0.884,9.874,,-1.0,0.0,BREEDS
180,nonliving26,PCR,resnet18,TPS,0.398,0.752,0.025,False,0.991153271411662,0.757,5.2,0.9999661670492392,,0.9986813068389891,0.877,9.508,,-1.0,0.0,BREEDS
181,nonliving26,QTC,resnet18,TPS,0.398,0.752,0.025,False,0.991153271411662,0.757,5.2,0.9999661670492392,0.0080769229680299,0.9992132346898216,0.902,10.824,,-1.0,0.0,BREEDS
182,nonliving26,QTC-SC,resnet18,TPS,0.398,0.752,0.025,False,0.991153271411662,0.757,5.2,0.9999661670492392,0.0057692527770996,0.9995182767630876,0.921,12.065,,-1.0,0.0,BREEDS
183,nonliving26,QTC-ST,resnet18,APS,0.398,0.752,0.025,,0.991153271411662,0.757,5.2,0.9999661670492392,,0.9942307472229004,0.791,6.062,,,,BREEDS
184,nonliving26,ACR,resnet18,TPS,0.398,0.752,0.05,False,0.9706713122787812,0.648,3.205,0.9998384873910416,,0.99388587474823,0.786,5.956,,-1.0,0.0,BREEDS
185,nonliving26,CHR,resnet18,TPS,0.398,0.752,0.05,False,0.9706713122787812,0.648,3.205,0.9998384873910416,,0.9945473074913024,0.793,6.177,,-1.0,0.0,BREEDS
186,nonliving26,CHR-,resnet18,TPS,0.398,0.752,0.05,False,0.9706713122787812,0.648,3.205,0.9998384873910416,,0.997507631778717,0.843,7.951,,-1.0,0.0,BREEDS
187,nonliving26,DCR,resnet18,TPS,0.398,0.752,0.05,False,0.9706713122787812,0.648,3.205,0.9998384873910416,,0.9958701444330552,0.808,6.777,,-1.0,0.0,BREEDS
188,nonliving26,PCR,resnet18,TPS,0.398,0.752,0.05,False,0.9706713122787812,0.648,3.205,0.9998384873910416,,0.9947711825370787,0.797,6.276,,-1.0,0.0,BREEDS
189,nonliving26,QTC,resnet18,TPS,0.398,0.752,0.05,False,0.9706713122787812,0.648,3.205,0.9998384873910416,0.0161538459360599,0.9960728379406428,0.812,6.889,,-1.0,0.0,BREEDS
190,nonliving26,QTC-SC,resnet18,TPS,0.398,0.752,0.05,False,0.9706713122787812,0.648,3.205,0.9998384873910416,0.0057692527770996,0.9995182767630876,0.921,12.065,,-1.0,0.0,BREEDS
191,nonliving26,QTC-ST,resnet18,APS,0.398,0.752,0.05,,0.9706713122787812,0.648,3.205,0.9998384873910416,,0.9942307472229004,0.791,6.062,,,,BREEDS
192,nonliving26,ACR,resnet18,TPS,0.398,0.752,0.075,False,0.9297884767032591,0.567,2.163,0.9995932291839508,,0.9883776307106018,0.735,4.697,,-1.0,0.0,BREEDS
193,nonliving26,CHR,resnet18,TPS,0.398,0.752,0.075,False,0.9297884767032591,0.567,2.163,0.9995932291839508,,0.9913724660873412,0.76,5.253,,-1.0,0.0,BREEDS
194,nonliving26,CHR-,resnet18,TPS,0.398,0.752,0.075,False,0.9297884767032591,0.567,2.163,0.9995932291839508,,0.9893420934677124,0.743,4.853,,-1.0,0.0,BREEDS
195,nonliving26,DCR,resnet18,TPS,0.398,0.752,0.075,False,0.9297884767032591,0.567,2.163,0.9995932291839508,,0.9908913214779822,0.756,5.15,,-1.0,0.0,BREEDS
196,nonliving26,PCR,resnet18,TPS,0.398,0.752,0.075,False,0.9297884767032591,0.567,2.163,0.9995932291839508,,0.988460123538971,0.736,4.712,,-1.0,0.0,BREEDS
197,nonliving26,QTC,resnet18,TPS,0.398,0.752,0.075,False,0.9297884767032591,0.567,2.163,0.9995932291839508,0.0234615392982959,0.992504909855043,0.769,5.526,,-1.0,0.0,BREEDS
198,nonliving26,QTC-SC,resnet18,TPS,0.398,0.752,0.075,False,0.9297884767032591,0.567,2.163,0.9995932291839508,0.0088461637496948,0.999018479825139,0.893,10.263,,-1.0,0.0,BREEDS
199,nonliving26,QTC-ST,resnet18,APS,0.398,0.752,0.075,,0.9297884767032591,0.567,2.163,0.9995932291839508,,0.9942307472229004,0.791,6.062,,,,BREEDS
200,nonliving26,ACR,resnet18,TPS,0.398,0.752,0.1,False,0.8725858522865646,0.503,1.629,0.9991899084891416,,0.981012761592865,0.691,3.855,,-1.0,0.0,BREEDS
201,nonliving26,CHR,resnet18,TPS,0.398,0.752,0.1,False,0.8725858522865646,0.503,1.629,0.9991899084891416,,0.987252712249756,0.726,4.536,,-1.0,0.0,BREEDS
202,nonliving26,CHR-,resnet18,TPS,0.398,0.752,0.1,False,0.8725858522865646,0.503,1.629,0.9991899084891416,,0.9808516502380372,0.69,3.839,,-1.0,0.0,BREEDS
203,nonliving26,DCR,resnet18,TPS,0.398,0.752,0.1,False,0.8725858522865646,0.503,1.629,0.9991899084891416,,0.9828018142197006,0.701,4.028,,-1.0,0.0,BREEDS
204,nonliving26,PCR,resnet18,TPS,0.398,0.752,0.1,False,0.8725858522865646,0.503,1.629,0.9991899084891416,,0.9782326817512512,0.682,3.647,,-1.0,0.0,BREEDS
205,nonliving26,QTC,resnet18,TPS,0.398,0.752,0.1,False,0.8725858522865646,0.503,1.629,0.9991899084891416,0.0303846150636672,0.9874208452899264,0.727,4.559,,-1.0,0.0,BREEDS
206,nonliving26,QTC-SC,resnet18,TPS,0.398,0.752,0.1,False,0.8725858522865646,0.503,1.629,0.9991899084891416,0.0092307925224304,0.9987859608269736,0.88,9.732,,-1.0,0.0,BREEDS
207,nonliving26,QTC-ST,resnet18,APS,0.398,0.752,0.1,,0.8725858522865646,0.503,1.629,0.9991899084891416,,0.9873076677322388,0.726,4.545,,,,BREEDS
208,nonliving26,ACR,resnet18,TPS,0.398,0.752,0.15,False,0.6336940557968156,0.393,0.937,0.9977517275517008,,0.9645512104034424,0.635,2.96,,-1.0,0.0,BREEDS
209,nonliving26,CHR,resnet18,TPS,0.398,0.752,0.15,False,0.6336940557968156,0.393,0.937,0.9977517275517008,,0.968039870262146,0.641,3.092,,-1.0,0.0,BREEDS
210,nonliving26,CHR-,resnet18,TPS,0.398,0.752,0.15,False,0.6336940557968156,0.393,0.937,0.9977517275517008,,0.9524164199829102,0.607,2.578,,-1.0,0.0,BREEDS
211,nonliving26,DCR,resnet18,TPS,0.398,0.752,0.15,False,0.6336940557968156,0.393,0.937,0.9977517275517008,,0.968579772235109,0.643,3.115,,-1.0,0.0,BREEDS
212,nonliving26,PCR,resnet18,TPS,0.398,0.752,0.15,False,0.6336940557968156,0.393,0.937,0.9977517275517008,,0.94460928440094,0.593,2.414,,-1.0,0.0,BREEDS
213,nonliving26,QTC,resnet18,TPS,0.398,0.752,0.15,False,0.6336940557968156,0.393,0.937,0.9977517275517008,0.0442307703197002,0.9784292345435596,0.683,3.662,,-1.0,0.0,BREEDS
214,nonliving26,QTC-SC,resnet18,TPS,0.398,0.752,0.15,False,0.6336940557968156,0.393,0.937,0.9977517275517008,0.0157692432403564,0.9964145698192683,0.818,7.098,,-1.0,0.0,BREEDS
215,nonliving26,QTC-ST,resnet18,APS,0.398,0.752,0.15,,0.6336940557968156,0.393,0.937,0.9977517275517008,,0.9226922988891602,0.557,2.072,,,,BREEDS
216,nonliving26,ACR,resnet18,TPS,0.398,0.752,0.2,False,0.3896154009378875,0.318,0.621,0.9951533993250476,,0.9462546706199646,0.595,2.445,,-1.0,0.0,BREEDS
217,nonliving26,CHR,resnet18,TPS,0.398,0.752,0.2,False,0.3896154009378875,0.318,0.621,0.9951533993250476,,0.942850947380066,0.589,2.38,,-1.0,0.0,BREEDS
218,nonliving26,CHR-,resnet18,TPS,0.398,0.752,0.2,False,0.3896154009378875,0.318,0.621,0.9951533993250476,,0.90944242477417,0.537,1.918,,-1.0,0.0,BREEDS
219,nonliving26,DCR,resnet18,TPS,0.398,0.752,0.2,False,0.3896154009378875,0.318,0.621,0.9951533993250476,,0.9552659236467804,0.613,2.66,,-1.0,0.0,BREEDS
220,nonliving26,PCR,resnet18,TPS,0.398,0.752,0.2,False,0.3896154009378875,0.318,0.621,0.9951533993250476,,0.8854377269744873,0.515,1.724,,-1.0,0.0,BREEDS
221,nonliving26,QTC,resnet18,TPS,0.398,0.752,0.2,False,0.3896154009378875,0.318,0.621,0.9951533993250476,0.0646153837442398,0.9514881422884828,0.605,2.558,,-1.0,0.0,BREEDS
222,nonliving26,QTC-SC,resnet18,TPS,0.398,0.752,0.2,False,0.3896154009378875,0.318,0.621,0.9951533993250476,0.0242307782173156,0.9918125523489648,0.762,5.348,,-1.0,0.0,BREEDS
223,nonliving26,QTC-ST,resnet18,APS,0.398,0.752,0.2,,0.3896154009378875,0.318,0.621,0.9951533993250476,,0.7934615612030029,0.453,1.273,,,,BREEDS
224,living17,ACR,resnet18,TPS,0.513,0.89,0.01,False,0.9981098206215744,0.886,4.951,0.9999996319652844,,0.9990620017051696,0.912,5.733,,-1.0,0.0,BREEDS
225,living17,CHR,resnet18,TPS,0.513,0.89,0.01,False,0.9981098206215744,0.886,4.951,0.9999996319652844,,0.9987669587135316,0.899,5.426,,-1.0,0.0,BREEDS
226,living17,CHR-,resnet18,TPS,0.513,0.89,0.01,False,0.9981098206215744,0.886,4.951,0.9999996319652844,,0.9992799162864684,0.919,6.049,,-1.0,0.0,BREEDS
227,living17,DCR,resnet18,TPS,0.513,0.89,0.01,False,0.9981098206215744,0.886,4.951,0.9999996319652844,,0.9994083599620704,0.926,6.278,,-1.0,0.0,BREEDS
228,living17,PCR,resnet18,TPS,0.513,0.89,0.01,False,0.9981098206215744,0.886,4.951,0.9999996319652844,,1.0011955499649048,1.0,17.0,,-1.0,0.0,BREEDS
229,living17,QTC,resnet18,TPS,0.513,0.89,0.01,False,0.9981098206215744,0.886,4.951,0.9999996319652844,0.0023529410827904,0.9999532916459744,0.961,9.209,,-1.0,0.0,BREEDS
230,living17,QTC-SC,resnet18,TPS,0.513,0.89,0.01,False,0.9981098206215744,0.886,4.951,0.9999996319652844,0.0052941441535949,0.9995188866660693,0.929,6.512,,-1.0,0.0,BREEDS
231,living17,QTC-ST,resnet18,APS,0.513,0.89,0.01,,0.9981098206215744,0.886,4.951,0.9999996319652844,,0.994705855846405,0.852,3.892,,,,BREEDS
232,living17,ACR,resnet18,TPS,0.513,0.89,0.025,False,0.9862249528784852,0.804,3.036,0.9999895147061834,,0.9959609508514404,0.86,4.129,,-1.0,0.0,BREEDS
233,living17,CHR,resnet18,TPS,0.513,0.89,0.025,False,0.9862249528784852,0.804,3.036,0.9999895147061834,,0.9971131682395936,0.871,4.468,,-1.0,0.0,BREEDS
234,living17,CHR-,resnet18,TPS,0.513,0.89,0.025,False,0.9862249528784852,0.804,3.036,0.9999895147061834,,0.9944237470626832,0.848,3.851,,-1.0,0.0,BREEDS
235,living17,DCR,resnet18,TPS,0.513,0.89,0.025,False,0.9862249528784852,0.804,3.036,0.9999895147061834,,0.9957098344136576,0.858,4.077,,-1.0,0.0,BREEDS
236,living17,PCR,resnet18,TPS,0.513,0.89,0.025,False,0.9862249528784852,0.804,3.036,0.9999895147061834,,0.9978076219558716,0.88,4.795,,-1.0,0.0,BREEDS
237,living17,QTC,resnet18,TPS,0.513,0.89,0.025,False,0.9862249528784852,0.804,3.036,0.9999895147061834,0.0105882352218031,0.9979794596127138,0.882,4.879,,-1.0,0.0,BREEDS
238,living17,QTC-SC,resnet18,TPS,0.513,0.89,0.025,False,0.9862249528784852,0.804,3.036,0.9999895147061834,0.0052941441535949,0.9995188866660693,0.929,6.512,,-1.0,0.0,BREEDS
239,living17,QTC-ST,resnet18,APS,0.513,0.89,0.025,,0.9862249528784852,0.804,3.036,0.9999895147061834,,0.994705855846405,0.852,3.892,,,,BREEDS
240,living17,ACR,resnet18,TPS,0.513,0.89,0.05,False,0.9371450599955724,0.692,1.909,0.9998536209617204,,0.984861433506012,0.796,2.945,,-1.0,0.0,BREEDS
241,living17,CHR,resnet18,TPS,0.513,0.89,0.05,False,0.9371450599955724,0.692,1.909,0.9998536209617204,,0.9873414039611816,0.809,3.101,,-1.0,0.0,BREEDS
242,living17,CHR-,resnet18,TPS,0.513,0.89,0.05,False,0.9371450599955724,0.692,1.909,0.9998536209617204,,0.9879740476608276,0.811,3.138,,-1.0,0.0,BREEDS
243,living17,DCR,resnet18,TPS,0.513,0.89,0.05,False,0.9371450599955724,0.692,1.909,0.9998536209617204,,0.9855726604091332,0.8,2.994,,-1.0,0.0,BREEDS
244,living17,PCR,resnet18,TPS,0.513,0.89,0.05,False,0.9371450599955724,0.692,1.909,0.9998536209617204,,0.9884252548217772,0.812,3.169,,-1.0,0.0,BREEDS
245,living17,QTC,resnet18,TPS,0.513,0.89,0.05,False,0.9371450599955724,0.692,1.909,0.9998536209617204,0.0194117650389671,0.9916524670949012,0.828,3.471,,-1.0,0.0,BREEDS
246,living17,QTC-SC,resnet18,TPS,0.513,0.89,0.05,False,0.9371450599955724,0.692,1.909,0.9998536209617204,0.0052941441535949,0.9995188866660693,0.929,6.512,,-1.0,0.0,BREEDS
247,living17,QTC-ST,resnet18,APS,0.513,0.89,0.05,,0.9371450599955724,0.692,1.909,0.9998536209617204,,0.994705855846405,0.852,3.892,,,,BREEDS
248,living17,ACR,resnet18,TPS,0.513,0.89,0.075,False,0.8626706678547404,0.629,1.469,0.999388310211417,,0.9688498377799988,0.753,2.408,,-1.0,0.0,BREEDS
249,living17,CHR,resnet18,TPS,0.513,0.89,0.075,False,0.8626706678547404,0.629,1.469,0.999388310211417,,0.9775750041007996,0.779,2.649,,-1.0,0.0,BREEDS
250,living17,CHR-,resnet18,TPS,0.513,0.89,0.075,False,0.8626706678547404,0.629,1.469,0.999388310211417,,0.9722758531570436,0.762,2.485,,-1.0,0.0,BREEDS
251,living17,DCR,resnet18,TPS,0.513,0.89,0.075,False,0.8626706678547404,0.629,1.469,0.999388310211417,,0.9687211591877484,0.751,2.404,,-1.0,0.0,BREEDS
252,living17,PCR,resnet18,TPS,0.513,0.89,0.075,False,0.8626706678547404,0.629,1.469,0.999388310211417,,0.9748713970184326,0.768,2.558,,-1.0,0.0,BREEDS
253,living17,QTC,resnet18,TPS,0.513,0.89,0.075,False,0.8626706678547404,0.629,1.469,0.999388310211417,0.0276470594108104,0.9836000816963854,0.793,2.879,,-1.0,0.0,BREEDS
254,living17,QTC-SC,resnet18,TPS,0.513,0.89,0.075,False,0.8626706678547404,0.629,1.469,0.999388310211417,0.0052941441535949,0.9995188866660693,0.929,6.512,,-1.0,0.0,BREEDS
255,living17,QTC-ST,resnet18,APS,0.513,0.89,0.075,,0.8626706678547404,0.629,1.469,0.999388310211417,,0.9917647242546082,0.828,3.479,,,,BREEDS
